Class,CSORD_SumCyclomaticStrict,CSLEX_NumberOfConditionalJumpStatements,CSORD_LogCyclomaticStrict,CSORD_CSNOMNAMM,CSORD_NIM,CSORD_LogStmtDecl,CSORD_CountDeclMethodPrivate,CSORD_CountDeclClassMethod,CSORD_NumberOfClassConstructors,CSORD_MinLineCode,CSORD_SumCyclomatic,CSLEX_NumberOfReturnAndPrintStatements,CSORD_MaxInheritanceTree,CSLEX_NumberOfIdentifies,CSORD_CountDeclMethodPublic,Label_Combine1,Label_LineCoverage,Label_BranchCoverage,Coverageability1,Tests
weka.estimators.DiscreteEstimator,26,14,1.4313637641589874,3,36,1.3617278360175928,0,1,2,3,26,14,2,211,11,92.2,93.4,91.0,63.35584043937319,26.2
weka.estimators.Estimator,63,34,1.8061799739838869,15,12,1.8195439355418688,2,7,0,1,61,23,1,650,22,58.05,65.3,50.8,24.919023767646323,57.8
weka.estimators.EstimatorUtils,45,29,1.662757831681574,4,12,1.6434526764861874,0,8,0,3,40,14,1,454,9,79.05000000000003,88.7,69.4,43.96831370408576,40.4
weka.estimators.KDConditionalEstimator,15,7,1.2041199826559248,3,12,1.2552725051033058,0,1,1,3,15,9,1,150,7,84.15,85.0,83.3,66.51056739518815,16.8
weka.estimators.KKConditionalEstimator,31,19,1.505149978319906,5,12,1.57978359661681,2,1,1,3,29,12,1,387,7,91.3,85.2,97.4,72.16179207582505,16.8
weka.estimators.KernelEstimator,39,23,1.6020599913279625,5,36,1.6020599913279625,2,1,1,3,38,19,2,421,12,91.6,88.7,94.5,63.131254213440585,26.0
weka.estimators.MahalanobisEstimator,26,16,1.4313637641589874,4,36,1.414973347970818,1,1,1,2,25,13,2,296,7,95.5,97.5,93.5,77.07124297854995,15.4
weka.estimators.NDConditionalEstimator,15,7,1.2041199826559248,3,12,1.2552725051033058,0,1,1,3,15,9,1,150,7,85.7,87.0,84.4,69.57548308033242,15.0
weka.estimators.NNConditionalEstimator,30,18,1.4913616938342726,6,12,1.5563025007672873,3,1,0,3,28,11,1,383,6,98.4,99.1,97.7,79.17551220252605,15.6
weka.estimators.NormalEstimator,19,6,1.3010299956639813,4,36,1.3424226808222062,1,1,1,3,19,15,2,193,11,100.0,100.0,100.0,71.85448186269308,23.2
weka.estimators.PoissonEstimator,14,5,1.1760912590556811,5,36,1.1760912590556811,2,1,0,3,14,11,2,138,6,100.0,100.0,100.0,84.8933233223827,12.0
weka.estimators.UnivariateEqualFrequencyHistogramEstimator,80,56,1.9084850188786493,10,12,2.0170333392987803,0,1,0,3,70,34,1,909,11,58.0,64.7,51.3,33.834305326821884,37.2
weka.estimators.UnivariateKernelEstimator,58,43,1.7708520116421442,9,12,1.9294189257142929,0,1,0,5,52,30,1,709,7,50.6,58.4,42.8,35.18674437576311,25.4
weka.estimators.UnivariateNormalEstimator,22,13,1.3617278360175928,7,12,1.414973347970818,0,1,0,4,20,15,1,265,6,42.45,48.8,36.1,34.46300182917283,15.0
weka.experiment.AveragingResultProducer,111,63,2.0492180226701806,23,12,2.0211892990699383,0,0,0,3,107,30,1,980,37,72.6,77.3,67.9,25.68070084103602,70.8
weka.experiment.CSVResultListener,36,15,1.568201724066995,10,12,1.4771212547196624,1,0,1,3,34,25,1,294,16,96.2,97.7,94.7,55.12455440649164,38.4
weka.experiment.ClassifierSplitEvaluator,113,75,2.0569048513364727,7,12,1.9590413923210936,0,0,1,3,109,25,1,1550,30,78.9,87.1,70.7,31.43949722110627,62.8
weka.experiment.CostSensitiveClassifierSplitEvaluator,40,26,1.6127838567197357,4,43,1.6532125137753435,0,0,0,3,39,12,2,731,12,48.0,53.6,42.4,35.63858007474108,21.0
weka.experiment.CrossValidationResultProducer,68,30,1.8388490907372552,13,12,1.8512583487190752,0,2,0,3,66,23,1,669,34,77.9,81.1,74.7,36.56474183267802,51.8
weka.experiment.CrossValidationSplitResultProducer,17,10,1.2552725051033058,4,46,1.3222192947339193,0,0,0,3,17,3,2,216,5,55.85,50.8,60.9,47.83836609756804,11.4
weka.experiment.DatabaseResultListener,53,36,1.7323937598229686,11,64,1.5563025007672873,0,0,1,3,51,17,2,348,11,48.1,50.9,45.3,32.85597767821431,26.6
weka.experiment.DatabaseResultProducer,60,28,1.7853298350107671,13,79,1.6532125137753435,0,0,1,3,56,18,3,414,28,68.65,75.1,62.2,36.51576052068216,43.4
weka.experiment.DatabaseUtils,207,115,2.3180633349627606,32,12,2.096910013008056,2,4,3,3,203,91,1,1399,49,54.5,56.2,52.8,16.365914898149914,81.8
weka.experiment.DensityBasedClustererSplitEvaluator,71,36,1.8573324964312683,8,12,1.880813592280792,0,0,1,3,67,24,1,714,27,75.6,75.8,75.4,36.885744960974485,49.2
weka.experiment.Experiment,128,76,2.110589710299249,14,12,2.03342375548695,1,3,0,3,122,32,1,1103,41,49.25,52.9,45.6,18.54530000649589,66.6
weka.experiment.ExplicitTestsetResultProducer,101,46,2.008600171761917,18,12,1.9294189257142929,0,1,0,3,97,33,1,878,48,79.0,81.6,76.4,26.017187060877507,75.6
weka.experiment.InstanceQuery,93,49,1.9731278535996983,8,64,1.7993405494535817,0,2,1,3,92,27,2,831,18,29.1,33.7,24.5,19.17978815609705,29.0
weka.experiment.InstancesResultListener,31,19,1.505149978319906,4,29,1.414973347970818,0,0,1,3,29,5,2,350,6,91.35,92.9,89.8,69.04734080355809,19.8
weka.experiment.LearningRateResultProducer,73,30,1.869231719730976,17,12,1.7708520116421442,0,0,0,3,67,23,1,555,37,85.7,92.7,78.7,28.818178647671424,74.2
weka.experiment.OutputZipper,9,3,1.0,3,12,1.0413926851582251,0,1,1,3,9,2,1,126,5,100.0,100.0,100.0,82.64843973158443,13.8
weka.experiment.PairedCorrectedTTester,32,22,1.5185139398778875,2,55,1.6020599913279625,0,1,0,3,30,16,2,413,6,24.1,32.0,16.2,21.8444524757964,7.6
weka.experiment.PairedStats,39,21,1.6020599913279625,7,12,1.3617278360175928,0,1,1,3,33,6,1,378,11,94.5,95.7,93.3,54.63632172989757,37.8
weka.experiment.PairedStatsCorrected,12,7,1.1139433523068367,1,23,0.7781512503836436,0,0,1,3,10,1,2,106,3,100.0,100.0,100.0,88.50716981041731,9.2
weka.experiment.PairedTTester,150,107,2.1789769472931693,14,12,2.0827853703164503,0,1,0,3,145,65,1,1598,40,45.55,52.4,38.7,16.30540033172962,70.0
weka.experiment.PropertyNode,9,1,1.0,3,12,1.0,2,0,2,3,9,3,1,128,4,53.45,35.5,71.4,50.66055665108658,4.6
weka.experiment.RandomSplitResultProducer,78,38,1.8976270912904407,13,12,1.9294189257142929,0,1,0,3,76,24,1,793,36,75.75,78.4,73.1,33.10325413336509,56.6
weka.experiment.RegressionSplitEvaluator,78,46,1.8976270912904407,7,12,1.8325089127062364,0,0,1,3,74,23,1,908,24,75.5,79.0,72.0,39.448228901851,44.6
weka.experiment.RemoteEngine,31,18,1.505149978319906,7,37,1.5440680443502757,4,1,1,3,27,23,1,512,5,1.25,0.6,1.9,1.2315270935960592,2.0
weka.experiment.RemoteExperiment,84,45,1.9294189257142929,18,55,1.9138138523837167,3,1,2,2,77,21,2,905,29,56.45,60.1,52.8,29.145510752403126,45.4
weka.experiment.RemoteExperimentSubTask,9,2,1.0,1,12,1.0,0,0,1,3,9,7,1,111,6,79.5,76.8,82.2,61.35613488414568,18.4
weka.experiment.ResultMatrix,298,136,2.4756711883244296,41,12,2.2355284469075487,0,0,3,1,258,114,1,1787,113,85.05,90.1,80.0,31.741125414254952,67.2
weka.experiment.ResultMatrixCSV,38,22,1.5910646070264989,8,139,1.5440680443502757,0,1,3,3,38,28,2,320,16,93.05,94.8,91.3,56.59141672815596,34.4
weka.experiment.ResultMatrixHTML,45,29,1.662757831681574,7,139,1.5563025007672873,0,1,3,3,44,28,2,397,15,95.7,96.8,94.6,53.54714127254872,40.0
weka.experiment.ResultMatrixLatex,53,38,1.7323937598229686,8,139,1.57978359661681,0,1,3,3,53,27,2,487,15,96.8,98.0,95.6,51.796639339502285,43.0
weka.experiment.ResultMatrixPlainText,61,47,1.792391689498254,7,139,1.7075701760979365,0,1,3,3,61,27,2,654,14,96.65,98.0,95.3,55.7132245520636,38.0
weka.experiment.ResultMatrixSignificance,35,16,1.5563025007672873,7,139,1.4471580313422192,0,1,3,2,32,26,2,268,16,100.0,100.0,100.0,61.914652473458645,33.2
weka.experiment.Stats,22,11,1.3617278360175928,7,12,1.2041199826559248,0,1,0,3,20,5,1,211,8,97.1,97.3,96.9,73.83190131983201,19.4
weka.experiment.xml.XMLExperiment,29,19,1.4771212547196624,6,85,1.5185139398778875,0,1,1,3,27,6,3,429,6,43.05,52.2,33.9,33.72329975929444,17.4
weka.filters.AllFilter,9,2,1.0,4,48,1.0,0,1,0,3,9,6,2,136,7,100.0,100.0,100.0,86.42368615480864,10.8
weka.filters.CheckSource,50,33,1.7075701760979365,5,12,1.6020599913279625,0,1,0,3,49,16,1,502,14,62.75,60.4,65.1,34.902108601282485,40.4
weka.filters.MultiFilter,42,21,1.6334684555795864,12,67,1.6232492903979006,0,1,0,3,41,18,4,337,14,87.05,91.3,82.8,44.67762542356118,45.8
weka.filters.SimpleBatchFilter,12,8,1.1139433523068367,3,60,0.9030899869919436,0,0,0,3,11,3,3,78,2,30.0,33.6,26.4,29.11985245941421,3.0
weka.filters.SimpleFilter,10,2,1.0413926851582251,7,48,1.1760912590556811,0,0,0,1,10,5,2,95,8,89.05,90.8,87.3,70.59332934473692,16.6
weka.filters.SimpleStreamFilter,16,8,1.230448921378274,7,60,1.0791812460476249,0,0,0,1,14,6,3,102,2,17.1,18.2,16.0,15.089726055327237,9.4
weka.filters.supervised.attribute.AddClassification,76,40,1.8864907251724816,12,63,1.7781512503836436,0,1,0,3,72,22,4,630,25,70.8,73.6,68.0,34.033293497497766,50.2
weka.filters.supervised.attribute.AttributeSelection,51,29,1.7160033436347992,9,48,1.6812412373755872,0,1,1,3,48,13,2,503,16,60.65,67.0,54.3,42.5538638438977,24.8
weka.filters.supervised.attribute.ClassOrder,50,31,1.7075701760979365,9,48,1.724275869600789,0,1,0,3,50,18,2,470,19,35.2,41.8,28.6,24.18791305277588,26.2
weka.filters.supervised.attribute.Discretize,120,73,2.0827853703164503,18,48,1.9912260756924949,4,2,1,3,112,35,2,1167,33,30.45,34.3,26.6,14.76854272214503,49.6
weka.filters.supervised.attribute.NominalToBinary,99,59,2.0,11,48,1.869231719730976,7,1,0,3,83,20,2,803,17,18.25,22.1,14.4,12.99682003921517,23.8
weka.filters.supervised.instance.Resample,71,41,1.8573324964312683,13,48,1.7993405494535817,0,1,0,3,69,20,2,585,27,64.55,68.2,60.9,32.73744034394187,46.6
weka.filters.supervised.instance.SpreadSubsample,66,38,1.8260748027008264,10,48,1.7708520116421442,2,1,0,3,62,20,2,487,22,37.2,43.9,30.5,24.445591403198797,29.2
weka.filters.supervised.instance.StratifiedRemoveFolds,40,17,1.6127838567197357,9,48,1.505149978319906,0,1,0,3,39,17,2,282,22,71.05000000000003,74.7,67.4,45.455120644856166,31.0
weka.filters.unsupervised.attribute.AbstractTimeSeries,40,17,1.6127838567197357,10,48,1.462397997898956,0,0,0,1,38,18,2,262,19,81.75,84.9,78.6,48.54855215177691,36.0
weka.filters.unsupervised.attribute.AddExpression,29,11,1.4771212547196624,7,48,1.4771212547196624,0,1,0,3,29,13,2,298,18,92.0,92.6,91.4,60.637130940238094,29.0
weka.filters.unsupervised.attribute.AddID,29,10,1.4771212547196624,8,48,1.414973347970818,0,1,0,3,28,13,2,281,16,93.9,97.3,90.5,62.444764868191534,28.4
weka.filters.unsupervised.attribute.AddUserFields,37,31,1.57978359661681,8,48,1.6434526764861874,0,1,1,3,37,26,2,657,15,59.2,62.1,56.3,30.29352458685149,46.0
weka.filters.unsupervised.attribute.AddValues,44,25,1.6532125137753435,7,48,1.5910646070264989,0,1,0,3,43,13,2,436,18,86.94999999999996,89.1,84.8,51.17743109927313,36.6
weka.filters.unsupervised.attribute.Center,31,16,1.505149978319906,6,56,1.4471580313422192,1,1,0,3,25,8,3,383,8,78.5,89.2,67.8,59.51155125238202,19.6
weka.filters.unsupervised.attribute.ChangeDateFormat,29,11,1.4771212547196624,6,48,1.4913616938342726,1,1,0,3,29,11,2,312,16,78.85,79.5,78.2,56.153384114636495,23.8
weka.filters.unsupervised.attribute.ClassAssigner,25,12,1.414973347970818,6,67,1.3222192947339193,0,1,0,3,25,13,4,215,10,97.6,98.4,96.8,61.51804252105761,32.0
weka.filters.unsupervised.attribute.Copy,29,13,1.4771212547196624,6,48,1.5440680443502757,0,1,0,3,29,11,2,320,16,81.9,81.7,82.1,54.62702540217233,28.2
weka.filters.unsupervised.attribute.Discretize,147,90,2.1702617153949566,19,56,2.0453229787866576,1,2,2,3,134,32,3,1119,39,32.75,39.1,26.4,14.058536234115712,57.8
weka.filters.unsupervised.attribute.FirstOrder,35,19,1.5563025007672873,5,48,1.5314789170422551,0,1,0,3,32,9,2,346,13,66.75,74.2,59.3,47.53631439000617,23.8
weka.filters.unsupervised.attribute.InterquartileRange,88,44,1.9493900066449128,17,63,1.863322860120456,0,1,0,3,84,32,4,827,27,54.15,58.4,49.9,22.22947134008693,60.8
weka.filters.unsupervised.attribute.KernelFilter,65,32,1.8195439355418688,13,63,1.7481880270062005,0,1,0,3,62,20,4,737,27,94.05,95.7,92.4,39.42229763751014,59.4
weka.filters.unsupervised.attribute.MakeIndicator,38,15,1.5910646070264989,7,48,1.568201724066995,1,1,1,3,38,14,2,362,22,63.7,65.4,62.0,42.36135806287328,28.4
weka.filters.unsupervised.attribute.MergeManyValues,39,19,1.6020599913279625,7,48,1.57978359661681,1,1,0,3,38,13,2,419,18,49.90000000000001,53.7,46.1,33.08550588893309,28.6
weka.filters.unsupervised.attribute.MergeTwoValues,46,24,1.6720978579357175,7,48,1.5563025007672873,1,1,0,3,43,13,2,461,18,52.25,58.1,46.4,35.903933437714194,26.2
weka.filters.unsupervised.attribute.NominalToBinary,63,28,1.8061799739838869,9,48,1.6720978579357175,2,1,1,3,52,17,2,465,22,54.2,60.1,48.3,34.264562048137975,31.8
weka.filters.unsupervised.attribute.NominalToString,25,10,1.414973347970818,6,48,1.414973347970818,1,1,0,3,24,11,2,254,13,97.25,97.9,96.6,68.43700777430568,24.6
weka.filters.unsupervised.attribute.NumericToBinary,23,11,1.380211241711606,4,56,1.3979400086720375,2,1,0,3,19,5,3,262,6,92.9,97.5,88.3,73.20808355282908,17.0
weka.filters.unsupervised.attribute.NumericToNominal,38,19,1.5910646070264989,7,63,1.6334684555795864,0,1,0,3,35,11,4,438,14,76.55000000000003,81.2,71.9,48.683019917275416,31.4
weka.filters.unsupervised.attribute.NumericTransform,42,17,1.6334684555795864,8,48,1.5563025007672873,0,1,1,3,40,15,2,359,23,86.1,90.1,82.1,49.77975979835112,37.8
weka.filters.unsupervised.attribute.PKIDiscretize,26,8,1.4313637641589874,7,102,1.414973347970818,0,1,0,2,26,12,4,216,17,84.25,88.5,80.0,58.23875225042957,25.8
weka.filters.unsupervised.attribute.PartitionMembership,30,14,1.4913616938342726,8,48,1.4771212547196624,0,1,0,3,29,11,2,297,13,95.35,100.0,90.7,58.16317353048554,34.2
weka.filters.unsupervised.attribute.PartitionedMultiFilter,88,61,1.9493900066449128,13,63,1.845098040014257,0,1,0,3,86,19,4,884,17,84.9,89.5,80.3,35.90628289478958,58.8
weka.filters.unsupervised.attribute.PrincipalComponents,79,51,1.9030899869919435,13,48,1.869231719730976,0,1,0,3,78,21,2,901,22,35.4,39.0,31.8,20.104517586875108,39.0
weka.filters.unsupervised.attribute.RandomProjection,99,64,2.0,14,48,1.8325089127062364,0,1,0,3,95,30,2,733,26,49.8,58.0,41.6,23.796530776054503,50.6
weka.filters.unsupervised.attribute.Remove,29,12,1.4771212547196624,6,48,1.5185139398778875,0,1,1,3,29,12,2,299,17,80.5,80.0,81.0,54.987654950026034,26.6
weka.filters.unsupervised.attribute.RemoveByName,23,8,1.380211241711606,7,67,1.414973347970818,0,1,0,3,23,11,4,230,13,97.85,98.6,97.1,65.26562192432921,28.2
weka.filters.unsupervised.attribute.RemoveType,41,18,1.6232492903979006,11,48,1.5314789170422551,0,1,0,3,40,22,2,342,20,91.35,94.0,88.7,50.80968319883912,40.4
weka.filters.unsupervised.attribute.RemoveUseless,29,16,1.4771212547196624,6,48,1.4771212547196624,0,1,0,3,29,11,2,295,13,72.5,78.2,66.8,52.87591684070927,22.2
weka.filters.unsupervised.attribute.RenameAttribute,35,11,1.5563025007672873,10,67,1.5185139398778875,0,1,0,3,35,17,4,333,22,98.95,99.3,98.6,53.741287444043465,42.0
weka.filters.unsupervised.attribute.Reorder,37,21,1.57978359661681,7,48,1.6020599913279625,0,1,0,3,36,11,2,383,13,75.0,76.0,74.0,47.83951713335169,31.2
weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant,80,44,1.9084850188786493,8,56,1.6720978579357175,0,1,0,3,69,15,3,650,22,52.45,58.7,46.2,31.80434625244788,34.6
weka.filters.unsupervised.attribute.SortLabels,36,21,1.568201724066995,8,67,1.6127838567197357,0,1,0,3,33,21,4,517,16,87.1,91.5,82.7,47.446439915338175,41.8
weka.filters.unsupervised.attribute.Standardize,35,20,1.5563025007672873,6,56,1.4471580313422192,1,1,0,3,29,8,3,453,8,63.9,76.5,51.3,50.65596569487579,16.6
weka.filters.unsupervised.attribute.StringToNominal,39,20,1.6020599913279625,6,48,1.5440680443502757,1,1,0,3,34,11,2,361,13,55.45,61.9,49.0,40.682522349903,21.8
weka.filters.unsupervised.attribute.StringToWordVector,194,115,2.2900346113625183,26,48,2.2528530309798933,5,2,2,2,184,46,2,1696,63,39.55,45.2,33.9,13.102861574807353,75.2
weka.filters.unsupervised.attribute.SwapValues,36,17,1.568201724066995,7,48,1.5314789170422551,1,1,0,3,36,13,2,386,18,66.2,70.8,61.6,44.9511586995264,27.0
weka.filters.unsupervised.instance.NonSparseToSparse,33,16,1.5314789170422551,6,48,1.4771212547196624,0,1,0,3,31,11,2,304,15,60.75,67.2,54.3,44.70394107010152,21.6
weka.filters.unsupervised.instance.Randomize,22,9,1.3617278360175928,6,48,1.3010299956639813,0,1,0,3,22,11,2,186,13,95.45,96.9,94.0,68.58510293794055,23.2
weka.filters.unsupervised.instance.RemoveFolds,40,17,1.6127838567197357,9,48,1.505149978319906,0,1,0,3,39,17,2,283,22,78.35,82.6,74.1,49.53188997180093,31.8
weka.filters.unsupervised.instance.RemoveFrequentValues,64,33,1.812913356642856,13,48,1.724275869600789,0,1,0,3,62,24,2,532,27,64.5,69.2,59.8,33.30177933622678,45.4
weka.filters.unsupervised.instance.RemoveMisclassified,78,42,1.8976270912904407,13,48,1.8260748027008264,2,1,0,3,73,27,2,607,28,58.65,66.6,50.7,30.19134995065489,45.6
weka.filters.unsupervised.instance.RemovePercentage,29,12,1.4771212547196624,7,48,1.414973347970818,0,1,0,3,28,13,2,215,16,74.1,77.7,70.5,52.61374750183732,24.0
weka.filters.unsupervised.instance.RemoveRange,28,12,1.462397997898956,7,48,1.380211241711606,0,1,0,3,28,13,2,218,16,73.75,78.8,68.7,53.78757057934219,22.2
weka.filters.unsupervised.instance.RemoveWithValues,71,33,1.8573324964312683,14,48,1.7323937598229686,0,1,1,3,68,32,2,500,35,63.05,67.7,58.4,30.85425488968492,49.0
weka.filters.unsupervised.instance.Resample,43,18,1.6434526764861874,12,48,1.6127838567197357,0,1,0,3,43,18,2,354,24,87.69999999999996,89.1,86.3,47.06727198311388,42.8
weka.filters.unsupervised.instance.ReservoirSample,29,11,1.4771212547196624,9,48,1.4313637641589874,0,1,0,3,29,13,2,259,16,79.0,81.2,76.8,50.69195401900265,30.8
weka.filters.unsupervised.instance.SparseToNonSparse,9,3,1.0,3,48,0.9542425094393248,0,1,0,3,9,5,2,110,6,99.15,100.0,98.3,84.92701877482313,11.4
weka.filters.unsupervised.instance.SubsetByExpression,26,8,1.4313637641589874,9,63,1.3979400086720375,0,1,0,3,25,14,4,231,15,72.35,79.4,65.3,50.161890536259605,25.6
weka.gui.AttributeListPanel,7,4,0.9030899869919436,1,698,1.0,0,1,1,3,7,12,1,202,4,85.6,78.9,92.3,69.70154129087318,14.8
weka.gui.AttributeSelectionPanel,23,22,1.380211241711606,1,698,1.3424226808222062,0,1,2,3,20,19,1,514,10,83.55,79.6,87.5,51.883958376750016,33.0
weka.gui.AttributeSummaryPanel,23,11,1.380211241711606,1,698,1.5563025007672873,0,1,1,9,23,2,1,808,4,42.75,60.5,25.0,35.96913790826688,12.6
weka.gui.AttributeVisualizationPanel,112,142,2.0530784434834195,3,707,1.6812412373755872,0,1,2,3,98,15,2,2138,11,0.8,0.7,0.9,0.7426082603245119,6.0
weka.gui.BrowserHelper,14,8,1.1760912590556811,4,12,1.2041199826559248,0,4,0,3,12,2,1,170,4,52.5,51.2,53.8,46.60483399955182,9.0
weka.gui.CheckBoxList,13,26,1.146128035678238,0,769,1.2041199826559248,0,0,2,3,13,29,1,485,8,78.94999999999997,83.8,74.1,43.26373676244777,41.4
weka.gui.ComponentHelper,18,9,1.2787536009528289,2,12,1.2041199826559248,0,6,0,3,18,7,1,159,6,87.45,88.5,86.4,66.89151824944554,19.0
weka.gui.CostMatrixEditor,13,9,1.146128035678238,5,12,1.146128035678238,0,0,1,3,13,16,1,538,13,46.7,53.9,39.5,38.94315786247363,13.2
weka.gui.DatabaseConnectionDialog,13,2,1.146128035678238,3,749,1.3617278360175928,0,1,3,3,13,7,1,368,11,10.55,1.1,20.0,10.089144283967816,4.0
weka.gui.DocumentPrinting,29,14,1.4771212547196624,5,12,1.3424226808222062,0,0,1,3,27,14,1,300,10,5.8,9.1,2.5,5.8,1.0
weka.gui.ETable,44,27,1.6532125137753435,8,887,1.568201724066995,3,0,1,3,38,10,1,434,5,21.0,29.2,12.8,18.0412100853577,11.2
weka.gui.ExtensionFileFilter,9,3,1.0,2,14,0.9542425094393248,0,0,2,3,9,6,1,79,6,100.0,100.0,100.0,83.63874218953961,13.0
weka.gui.FileEditor,12,7,1.1139433523068367,4,30,1.230448921378274,0,0,0,3,12,5,1,139,5,69.8,66.3,73.3,59.965545902760354,11.2
weka.gui.GenericObjectEditorHistory,18,8,1.2787536009528289,7,12,1.3617278360175928,0,0,1,3,18,6,1,234,6,87.85,90.0,85.7,66.59986977734727,19.6
weka.gui.GenericPropertiesCreator,68,35,1.8388490907372552,11,12,1.662757831681574,0,4,2,3,64,15,1,571,18,53.9,60.0,47.8,27.09303220728088,47.2
weka.gui.HierarchyPropertyParser,80,45,1.9084850188786493,25,12,1.8573324964312683,3,1,2,1,77,60,1,750,28,97.2,96.9,97.5,36.27557190200567,67.2
weka.gui.InstancesSummaryPanel,11,3,1.0791812460476249,1,698,1.146128035678238,0,1,1,3,9,2,1,388,5,79.5,85.7,73.3,72.70610430517081,7.0
weka.gui.JListHelper,21,13,1.3424226808222062,7,12,1.3010299956639813,0,7,0,4,21,3,1,175,6,79.4,78.8,80.0,55.37863922830287,25.2
weka.gui.JTableHelper,34,14,1.5440680443502757,6,12,1.6334684555795864,0,7,1,3,31,10,1,321,16,91.75,95.6,87.9,49.240846116883695,42.8
weka.gui.ListSelectorDialog,14,8,1.1760912590556811,3,749,1.3424226808222062,0,1,1,9,14,5,1,299,3,7.25,14.5,0.0,7.142857142857143,2.0
weka.gui.Loader,11,2,1.0791812460476249,1,12,1.146128035678238,0,3,1,3,11,9,1,111,9,100.0,100.0,100.0,71.00370782973998,24.0
weka.gui.LogPanel,25,13,1.414973347970818,7,698,1.6434526764861874,2,2,4,3,24,3,1,526,9,48.45,44.2,52.7,40.28235546458205,13.4
weka.gui.LogWindow,23,15,1.380211241711606,8,723,1.5440680443502757,0,1,1,3,22,31,1,701,8,1.5,1.1,1.9,1.4778325123152711,2.0
weka.gui.LookAndFeel,10,4,1.0413926851582251,1,12,1.1139433523068367,0,5,0,3,10,8,1,121,5,87.05,92.3,81.8,79.13818852963003,7.4
weka.gui.MemoryUsagePanel,18,11,1.2787536009528289,4,698,1.4313637641589874,0,0,1,3,18,11,1,458,5,57.1,63.0,51.2,49.34792479439573,10.8
weka.gui.PackageManager,74,159,1.8750612633917,9,698,2.1958996524092336,11,2,1,3,69,31,1,3525,3,9.9,13.5,6.3,9.75369458128079,2.0
weka.gui.PropertyDialog,21,10,1.3424226808222062,1,749,1.3010299956639813,0,3,5,3,20,4,1,223,9,42.25,34.5,50.0,34.81514145328127,14.0
weka.gui.PropertySelectorDialog,22,11,1.3617278360175928,3,749,1.5185139398778875,0,1,1,5,19,10,1,397,4,1.95,1.0,2.9,1.9211822660098523,2.0
weka.gui.PropertySheetPanel,86,61,1.9395192526186185,9,698,1.9138138523837167,0,0,1,3,77,13,1,1427,10,53.25,54.6,51.9,39.53654977041588,21.0
weka.gui.PropertyText,6,1,0.8450980400142568,2,823,0.7781512503836436,0,0,1,6,6,0,1,63,0,72.8,70.6,75.0,69.00072075208799,4.6
weka.gui.ReaderToTextPane,8,1,0.9542425094393248,1,85,0.9542425094393248,0,0,2,3,8,2,1,117,4,69.65,59.3,80.0,65.42801481000787,5.2
weka.gui.ResultHistoryPanel,31,23,1.505149978319906,7,698,1.7558748556724917,0,1,1,3,30,12,1,606,18,42.1,48.3,35.9,28.08055884531691,28.2
weka.gui.SaveBuffer,21,12,1.3424226808222062,3,12,1.3222192947339193,1,1,1,4,21,9,1,260,3,17.95,22.7,13.2,17.42337838821617,3.0
weka.gui.SelectedTagEditor,12,5,1.1139433523068367,1,30,1.380211241711606,0,1,0,4,12,5,1,188,5,53.05,46.1,60.0,44.63538633996627,12.6
weka.gui.SetInstancesPanel,37,18,1.57978359661681,1,698,1.5910646070264989,0,0,2,3,37,7,1,520,16,3.35,5.0,1.7,3.3004926108374386,2.0
weka.gui.SimpleCLI,2,0,0.4771212547196624,1,723,0.6020599913279624,0,1,1,3,2,0,1,46,2,53.55,7.1,100.0,52.75862068965517,2.0
weka.gui.SimpleDateFormatEditor,13,3,1.146128035678238,5,12,1.146128035678238,0,0,1,3,13,8,1,229,13,71.1,73.0,69.2,53.90154514706192,19.6
weka.gui.SortedTableModel,39,23,1.6020599913279625,8,28,1.5563025007672873,0,0,2,3,38,27,1,359,17,85.05000000000003,88.7,81.4,34.81062196952386,61.0
weka.gui.SplashWindow,20,6,1.3222192947339193,7,651,1.2552725051033058,1,5,1,3,18,0,1,203,7,35.5,32.9,38.1,32.466247834384454,7.0
weka.gui.SysErrLog,3,0,0.6020599913279624,2,12,0.6020599913279624,0,1,0,3,3,3,1,31,2,100.0,100.0,100.0,97.06617486471404,3.0
weka.gui.ViewerDialog,10,0,1.0413926851582251,6,749,1.1760912590556811,1,0,1,3,10,4,1,176,7,3.1,0.0,6.2,3.1,1.0
weka.gui.WekaTaskMonitor,12,4,1.1139433523068367,4,698,1.1139433523068367,1,1,1,4,10,1,1,188,4,77.65,74.1,81.2,74.25801456399061,4.0
weka.gui.arffviewer.ArffPanel,146,70,2.167317334748176,34,698,1.99563519459755,7,0,3,2,124,31,1,1255,44,45.8,54.5,37.1,20.8669246222483,53.8
weka.gui.arffviewer.ArffSortedTableModel,38,4,1.5910646070264989,18,47,1.57978359661681,0,0,3,3,38,13,2,270,34,94.75,92.1,97.4,24.371158014252565,92.2
weka.gui.arffviewer.ArffTable,41,24,1.6232492903979006,5,887,1.4913616938342726,2,0,2,3,39,13,1,460,14,52.35,55.6,49.1,38.86832639401449,21.0
weka.gui.arffviewer.ArffTableCellRenderer,18,13,1.2787536009528289,0,742,0.9542425094393248,0,0,3,4,17,1,1,188,4,48.15000000000001,55.7,40.6,43.25544529767168,8.2
